Species,MatchSpecies,Family,Indiv,Pos,SL,CBL_raw,alpha_Pos_raw,d_raw,D_Pos_raw,alpha_Ant_raw,D_Ant_raw,CBL,alpha_Pos,d,D_Pos,alpha_Ant,D_Ant,Pt1x,Pt1y,Pt2x,Pt2y,Pt3x,Pt3y,Pt4x,Pt4y,Pt5x,Pt5y,Pt6x,Pt6y,Pt7x,Pt7y,Body Shape,Habitat_Initial,Habitat_Friedman,Habitat_FishBase,Habitat,Water_Type,Max_BW_mm,BW_slide,Max_BH_mm,BH_slide,d_BW,D_Pos_BW,D_Ant_BW,SL/Max_BW,d_normCBL,Scan Media Number,DOI,ARK,URL,Website,Scan Source,Match species reference
Trachurus_trachurus,NA,NA,1,60,700,30.17,0.95,0.54,14.6,0.95,13.24,0.0431,54.4023,8.00E-04,0.0209,54.5671,0.0189,493.512,40.24,493.874,25.643,520.712,40.421,520.712,27.184,507.884,33.543,507.917,33.284,507.868,33.818,NA,NA,pelagic,pelagic,pelagic,marine,100.653,659,161.554,655,0.005364967,0.145052805,0.131541037,6.95458655,0.017898575,M26586-51359,NA,ark:/87602/m4/M51359,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26586,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Trachurus_trachurus,NA,NA,1,70,700,30.5,0.91,0.65,14.49,0.95,12.92,0.0436,52.049,9.00E-04,0.0207,54.3404,0.0185,438.147,37.218,438.484,22.728,465.667,37.218,465.779,24.301,453.14,30.652,453.14,30.381,453.181,31.027,NA,NA,pelagic,pelagic,pelagic,marine,100.653,659,161.554,655,0.00645783,0.143959942,0.128361797,6.95458655,0.021311475,M26586-51359,NA,ark:/87602/m4/M51359,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26586,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Trachurus_trachurus,NA,NA,1,80,700,30.38,0.88,0.48,13.56,0.85,12.35,0.0434,50.557,7.00E-04,0.0194,48.9435,0.0176,355.305,30.746,356.045,17.21,383.064,32.702,383.858,20.382,369.948,25.403,369.948,25.203,369.875,25.677,NA,NA,pelagic,pelagic,pelagic,marine,100.653,659,161.554,655,0.004768859,0.134720277,0.122698777,6.95458655,0.015799868,M26586-51359,NA,ark:/87602/m4/M51359,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26586,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Trachurus_trachurus,NA,NA,1,90,700,31.91,0.77,0.41,12.8,0.8,12.1,0.0456,43.8691,6.00E-04,0.0183,45.7054,0.0173,298.51,22.75,300.271,10.074,328.91,27.211,329.497,15.121,315.075,18.942,315.105,18.73,315.06,19.138,NA,NA,pelagic,pelagic,pelagic,marine,100.653,659,161.554,655,0.004073401,0.127169583,0.120214996,6.95458655,0.012848637,M26586-51359,NA,ark:/87602/m4/M51359,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26586,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Poecilia_reticulata,NA,NA,1,40,1131,36.25,0.78,0.85,17.13,1.35,15.99,0.0321,44.5972,7.00E-04,0.0151,77.0933,0.0141,550.293,174.403,549.836,157.278,520.61,173.946,517.87,158.192,529.196,166.673,529.164,166.413,529.131,167.258,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,190.331,450,284.026,500,0.004465904,0.090001103,0.084011538,5.942279503,0.023448276,M65080-116900,NA,ark:/87602/m4/M116900,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/65080,Morphosource," Emily Kane provided access to these data , the collection of which was funded by NSF DBI-1701665.. The files were downloaded from www.MorphoSource.org, Duke University.",NA
Poecilia_reticulata,NA,NA,1,50,1131,44.47,0.71,1.89,16.28,1.92,35.94,0.0393,40.9562,0.0017,0.0144,109.7406,0.0318,681.177,174.63,682.048,158.372,646.339,180.001,648.806,144.146,659.838,165.485,659.984,164.469,659.838,166.356,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,190.331,450,284.026,500,0.009930069,0.085535199,0.188828935,5.942279503,0.042500562,M65080-116900,NA,ark:/87602/m4/M116900,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/65080,Morphosource," Emily Kane provided access to these data , the collection of which was funded by NSF DBI-1701665.. The files were downloaded from www.MorphoSource.org, Duke University.",NA
Poecilia_reticulata,NA,NA,1,60,1131,35.85,0.9,2.12,17.22,1.24,18.23,0.0317,51.8307,0.0019,0.0152,70.8181,0.0161,773.092,181.259,774.744,164.121,742.944,177.955,744.39,159.784,756.273,171.098,756.397,170.071,756.211,172.186,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,190.331,450,284.026,500,0.01113849,0.090473964,0.095780509,5.942279503,0.059135286,M65080-116900,NA,ark:/87602/m4/M116900,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/65080,Morphosource," Emily Kane provided access to these data , the collection of which was funded by NSF DBI-1701665.. The files were downloaded from www.MorphoSource.org, Duke University.",NA
Poecilia_reticulata,NA,NA,1,70,1131,34.5,1.13,2.66,19.13,1.14,18.43,0.0305,64.7085,0.0024,0.0169,65.469,0.0163,893.505,196.637,896.689,177.774,864.386,192.039,867.569,173.884,880.184,184.848,880.537,183.551,879.948,186.144,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,190.331,450,284.026,500,0.013975653,0.100509113,0.09683131,5.942279503,0.077101449,M65080-116900,NA,ark:/87602/m4/M116900,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/65080,Morphosource," Emily Kane provided access to these data , the collection of which was funded by NSF DBI-1701665.. The files were downloaded from www.MorphoSource.org, Duke University.",NA
Poecilia_reticulata,NA,NA,1,80,1131,33.65,1.27,2.58,18.76,1.15,19.54,0.0298,72.7947,0.0023,0.0166,65.7438,0.0173,1012.587,216.953,1015.953,198.498,985.195,212.774,988.445,193.508,1001.677,205.927,1001.909,204.766,1001.561,207.319,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,190.331,450,284.026,500,0.013555333,0.098565131,0.102663255,5.942279503,0.07667162,M65080-116900,NA,ark:/87602/m4/M116900,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/65080,Morphosource," Emily Kane provided access to these data , the collection of which was funded by NSF DBI-1701665.. The files were downloaded from www.MorphoSource.org, Duke University.",NA
Poecilia_reticulata,NA,NA,1,90,1131,31.97,1.38,2.5,18.43,1.15,18.77,0.0283,78.7895,0.0022,0.0163,65.9862,0.0166,1124.171,236.196,1126.573,217.923,1098.693,232.437,1101.303,213.85,1114.277,225.387,1114.467,224.222,1114.123,226.694,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,190.331,450,284.026,500,0.013135012,0.09683131,0.098617671,5.942279503,0.078198311,M65080-116900,NA,ark:/87602/m4/M116900,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/65080,Morphosource," Emily Kane provided access to these data , the collection of which was funded by NSF DBI-1701665.. The files were downloaded from www.MorphoSource.org, Duke University.",NA
Sphyraena_sphyraena,NA,NA,1,40,1601,61.34,0.61,0,19.05,0.64,18.31,0.0383,34.6916,0,0.0119,36.7331,0.0114,1257.841,159.112,1257.652,140.064,1316.116,156.094,1315.362,137.801,1288.204,148.362,1288.204,148.362,1288.204,148.362,NA,NA,pelagic,pelagic,pelagic,marine,138.676,1151,169.14,1251,0,0.137370562,0.132034382,11.54489602,0,M44753-81246,NA,ark:/87602/m4/M81246,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Sphyraena_sphyraena,NA,NA,1,50,1601,59.02,0.64,2.04,20.17,0.71,19.05,0.0369,36.6998,0.0013,0.0126,40.8968,0.0119,1084.994,154.302,1085.748,134.147,1140.752,156.94,1141.694,137.914,1115.722,145.942,1115.687,144.921,1115.616,146.962,NA,NA,pelagic,pelagic,pelagic,marine,138.676,1151,169.14,1251,0.014710548,0.145446941,0.137370562,11.54489602,0.034564554,M44753-81246,NA,ark:/87602/m4/M81246,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Sphyraena_sphyraena,NA,NA,1,60,1601,57.48,0.68,2.56,20.63,0.72,18.72,0.0359,39.1747,0.0016,0.0129,40.9824,0.0117,921.036,150.814,920.178,130.202,974.627,148.753,974.627,130.031,949.58,139.622,949.489,138.281,949.55,140.841,NA,NA,pelagic,pelagic,pelagic,marine,138.676,1151,169.14,1251,0.018460296,0.148764025,0.134990914,11.54489602,0.04453723,M44753-81246,NA,ark:/87602/m4/M81246,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Sphyraena_sphyraena,NA,NA,1,70,1601,52.14,0.69,1.15,19.55,0.82,18.97,0.0326,39.7877,7.00E-04,0.0122,47.0452,0.0119,768.851,158.124,766.673,138.696,817.087,154.272,815.747,135.346,794.689,146.504,794.571,145.933,794.721,147.069,NA,NA,pelagic,pelagic,pelagic,marine,138.676,1151,169.14,1251,0.008292711,0.140976088,0.136793677,11.54489602,0.022056003,M44753-81246,NA,ark:/87602/m4/M81246,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Sphyraena_sphyraena,NA,NA,1,80,1601,51.25,0.78,0.9,20.26,0.86,20.24,0.032,44.6217,6.00E-04,0.0127,49.1276,0.0126,627.489,170.864,626.457,150.629,673.947,168.179,673.327,147.945,651.647,160.333,651.454,159.83,651.672,160.702,NA,NA,pelagic,pelagic,pelagic,marine,138.676,1151,169.14,1251,0.006489948,0.146095936,0.145951715,11.54489602,0.017560976,M44753-81246,NA,ark:/87602/m4/M81246,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Sphyraena_sphyraena,NA,NA,1,90,1601,48.8,0.74,3.44,18.62,0.77,17.56,0.0305,42.6092,0.0022,0.0116,43.9007,0.011,489.735,174.373,488.874,155.776,535.025,173.34,534.853,155.776,513.155,165.074,513.155,163.352,513.155,166.797,NA,NA,pelagic,pelagic,pelagic,marine,138.676,1151,169.14,1251,0.024806023,0.134269809,0.126626092,11.54489602,0.070491803,M44753-81246,NA,ark:/87602/m4/M81246,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44753,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Scomber_japonicus,NA,NA,1,30,1816,46.45,1.1,2.81,25.68,1.21,25.21,0.0256,62.9372,0.0015,0.0141,69.1221,0.0139,1444.109,459.131,1444.829,433.461,1483.214,460.811,1484.174,435.621,1465.413,447.444,1465.448,446.007,1465.379,448.813,NA,NA,pelagic,pelagic,pelagic,marine,199.288,1198,353.709,1368,0.014100197,0.128858737,0.126500341,9.112440287,0.060495156,M46870-85314,NA,ark:/87602/m4/M85314,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870,Morphosource,"Scripps Institution of Oceanography, La Jolla, CA, USA",NA
Scomber_japonicus,NA,NA,1,40,1816,49.93,0.92,4.08,23.75,1.08,24.07,0.0275,52.547,0.0022,0.0131,61.8376,0.0133,1261.846,449.718,1263.3,426.017,1305.614,453.499,1307.504,429.506,1286.565,439.54,1286.711,437.504,1286.42,441.575,NA,NA,pelagic,pelagic,pelagic,marine,199.288,1198,353.709,1368,0.020472883,0.11917426,0.120779977,9.112440287,0.0817144,M46870-85314,NA,ark:/87602/m4/M85314,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870,Morphosource,"Scripps Institution of Oceanography, La Jolla, CA, USA",NA
Scomber_japonicus,NA,NA,1,50,1816,53.77,0.91,5.42,24.07,1.04,25.67,0.0296,51.9959,0.003,0.0133,59.8693,0.0141,1076.811,413.864,1071.427,390.405,1116.327,412.038,1123.634,387.425,1098.064,396.181,1098.1,393.669,1098.312,399.083,NA,NA,pelagic,pelagic,pelagic,marine,199.288,1198,353.709,1368,0.027196821,0.120779977,0.128808558,9.112440287,0.100799702,M46870-85314,NA,ark:/87602/m4/M85314,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870,Morphosource,"Scripps Institution of Oceanography, La Jolla, CA, USA",NA
Scomber_japonicus,NA,NA,1,60,1816,56.95,1.01,5.02,28.32,1.08,28.52,0.0314,58.0884,0.0028,0.0156,61.9206,0.0157,874.908,406.213,879.873,378.333,924.174,413.851,927.993,385.59,902.596,396.092,902.978,393.61,902.214,398.575,NA,NA,pelagic,pelagic,pelagic,marine,199.288,1198,353.709,1368,0.025189675,0.142105897,0.14310947,9.112440287,0.088147498,M46870-85314,NA,ark:/87602/m4/M85314,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870,Morphosource,"Scripps Institution of Oceanography, La Jolla, CA, USA",NA
Scomber_japonicus,NA,NA,1,70,1816,56.53,1.02,5.25,28.12,1.05,27.58,0.0311,58.1623,0.0029,0.0155,60.4307,0.0152,722.068,385.497,726.358,357.705,771.309,391.279,774.294,363.86,749.3,374.678,749.859,371.881,749.3,377.103,NA,NA,pelagic,pelagic,pelagic,marine,199.288,1198,353.709,1368,0.026343784,0.141102324,0.138392678,9.112440287,0.092871042,M46870-85314,NA,ark:/87602/m4/M85314,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870,Morphosource,"Scripps Institution of Oceanography, La Jolla, CA, USA",NA
Scomber_japonicus,NA,NA,1,80,1816,57.05,0.91,3.85,26.98,1.1,27.67,0.0314,52.0591,0.0021,0.0149,63.2238,0.0152,512.328,342.251,518.451,315.976,561.19,353.824,567.251,326.821,542.345,335.139,542.73,333.244,542.056,337.034,NA,NA,pelagic,pelagic,pelagic,marine,199.288,1198,353.709,1368,0.019318775,0.13538196,0.138844286,9.112440287,0.067484663,M46870-85314,NA,ark:/87602/m4/M85314,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870,Morphosource,"Scripps Institution of Oceanography, La Jolla, CA, USA",NA
Scomber_japonicus,NA,NA,1,90,1816,56.12,0.99,3.91,27.2,1,26.79,0.0309,56.9506,0.0022,0.015,57.3786,0.0148,357.433,302.547,365.389,276.538,405.78,316.317,412.206,290.308,385.527,296.392,385.983,294.567,385.198,298.394,NA,NA,pelagic,pelagic,pelagic,marine,199.288,1198,353.709,1368,0.019619847,0.13648589,0.134428566,9.112440287,0.069672131,M46870-85314,NA,ark:/87602/m4/M85314,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/46870,Morphosource,"Scripps Institution of Oceanography, La Jolla, CA, USA",NA
Xiphophorus_hellerii,,,1,40,1.92,0.06,0.83,0,0.03,1.15,0.03,0.0333,47.5351,0.0012,0.0157,66.1352,0.0147,0.882,-0.258,0.88,-0.288,0.827,-0.257,0.824,-0.285,0.847,-0.27,0.846,-0.271,0.847,-0.269,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,0.395688,1.029,0.791147,1.059,0,0.075817311,0.075817311,4.852307879,0,M26542-51315,NA,ark:/87602/m4/M51315,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26542,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Rodriguez, C. Ml. (1997). Phylogenetic Analysis of the Tribe Poeciliini (Cyprinodontiformes: Poeciliidae). Copeia 1997, 663–679."
Xiphophorus_hellerii,,,1,50,1.92,0.07,0.76,0,0.03,1.21,0.03,0.035,43.4321,0.0012,0.0152,69.1114,0.0162,1.122,-0.272,1.119,-0.301,1.062,-0.269,1.061,-0.3,1.084,-0.284,1.084,-0.285,1.085,-0.283,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,0.395688,1.029,0.791147,1.059,0,0.075817311,0.075817311,4.852307879,0,M26542-51315,NA,ark:/87602/m4/M51315,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26542,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Rodriguez, C. Ml. (1997). Phylogenetic Analysis of the Tribe Poeciliini (Cyprinodontiformes: Poeciliidae). Copeia 1997, 663–679."
Xiphophorus_hellerii,,,1,60,1.92,0.06,0.83,0,0.03,1.19,0.03,0.0313,47.4195,0.001,0.0151,68.4047,0.0146,1.289,-0.283,1.287,-0.312,1.235,-0.279,1.234,-0.307,1.255,-0.295,1.255,-0.296,1.255,-0.294,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,0.395688,1.029,0.791147,1.059,0,0.075817311,0.075817311,4.852307879,0,M26542-51315,NA,ark:/87602/m4/M51315,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26542,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Rodriguez, C. Ml. (1997). Phylogenetic Analysis of the Tribe Poeciliini (Cyprinodontiformes: Poeciliidae). Copeia 1997, 663–679."
Xiphophorus_hellerii,,,1,70,1.92,0.06,1.06,0,0.03,1.32,0.03,0.0329,60.9552,5.00E-04,0.0178,75.6773,0.0178,1.497,-0.293,1.493,-0.327,1.446,-0.29,1.442,-0.324,1.466,-0.308,1.466,-0.309,1.466,-0.308,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,0.395688,1.029,0.791147,1.059,0,0.075817311,0.075817311,4.852307879,0,M26542-51315,NA,ark:/87602/m4/M51315,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26542,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Rodriguez, C. Ml. (1997). Phylogenetic Analysis of the Tribe Poeciliini (Cyprinodontiformes: Poeciliidae). Copeia 1997, 663–679."
Xiphophorus_hellerii,,,1,80,1.92,0.06,1.08,0,0.04,1.38,0.03,0.0306,61.9422,5.00E-04,0.0182,79.2912,0.0177,1.648,-0.302,1.648,-0.337,1.599,-0.299,1.598,-0.333,1.619,-0.317,1.619,-0.318,1.619,-0.317,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,0.395688,1.029,0.791147,1.059,0,0.101089747,0.075817311,4.852307879,0,M26542-51315,NA,ark:/87602/m4/M51315,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26542,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Rodriguez, C. Ml. (1997). Phylogenetic Analysis of the Tribe Poeciliini (Cyprinodontiformes: Poeciliidae). Copeia 1997, 663–679."
Xiphophorus_hellerii,,,1,90,1.92,0.06,1.27,0,0.04,1.31,0.04,0.0315,72.7382,5.00E-04,0.0188,74.8709,0.0188,1.849,-0.31,1.846,-0.346,1.8,-0.308,1.799,-0.344,1.823,-0.327,1.823,-0.327,1.823,-0.326,NA,NA,benthopelagic,benthopelagic,demersal,freshwater,0.395688,1.029,0.791147,1.059,0,0.101089747,0.101089747,4.852307879,0,M26542-51315,NA,ark:/87602/m4/M51315,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26542,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Rodriguez, C. Ml. (1997). Phylogenetic Analysis of the Tribe Poeciliini (Cyprinodontiformes: Poeciliidae). Copeia 1997, 663–679."
Discherodontus_ashmeadi,NA,NA,1,40,687,18.54,1.13,0.73,10.76,1.41,10.95,0.027,64.5456,0.0011,0.0157,80.5384,0.0159,319.894,69.612,319.026,58.883,305.01,70.852,304.08,59.937,310.946,64.494,310.963,64.157,310.98,64.889,NA,NA,NA,NA,benthic,freshwater,118.844,269,209.917,392,0.006160996,0.090572972,0.092175862,5.780687288,0.039495339,M25028-49156,NA,ark:/87602/m4/M49156,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Discherodontus_ashmeadi,NA,NA,1,50,687,18.32,1.05,0.65,10.13,1.31,9.85,0.0267,59.9095,9.00E-04,0.0148,74.932,0.0143,381.989,65.602,381.651,55.474,367.191,66.333,366.066,56.543,373.041,61.001,373.048,60.673,373.059,61.32,NA,NA,NA,NA,benthic,freshwater,118.844,269,209.917,392,0.005444898,0.085268406,0.082919009,5.780687288,0.035322487,M25028-49156,NA,ark:/87602/m4/M49156,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Discherodontus_ashmeadi,NA,NA,1,60,687,19.51,1.17,1.25,11.19,1.19,10.7,0.0284,67.2792,0.0018,0.0163,68.3603,0.0156,459.713,63.854,459.011,52.683,443.124,64.389,443.058,53.686,450.964,58.731,450.942,58.174,450.942,59.419,NA,NA,NA,NA,benthic,freshwater,118.844,269,209.917,392,0.010475918,0.094182589,0.09006095,5.780687288,0.063801936,M25028-49156,NA,ark:/87602/m4/M49156,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Discherodontus_ashmeadi,NA,NA,1,70,687,20.43,1.15,0.75,11.13,1.26,11.98,0.0297,65.7964,0.0011,0.0162,72.1573,0.0174,526.124,63.852,526.217,52.721,509.194,63.852,509.568,51.879,517.572,58.519,517.617,58.129,517.542,58.879,NA,NA,NA,NA,benthic,freshwater,118.844,269,209.917,392,0.006342269,0.093663866,0.100794654,5.780687288,0.036890769,M25028-49156,NA,ark:/87602/m4/M49156,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Discherodontus_ashmeadi,NA,NA,1,80,687,20.14,1.29,0.45,11.87,1.22,11.7,0.0293,73.7364,7.00E-04,0.0173,69.7704,0.017,592.278,67.958,593.056,56.11,576.019,66.748,576.798,55.073,584.792,61.241,584.792,61.014,584.777,61.468,NA,NA,NA,NA,benthic,freshwater,118.844,269,209.917,392,0.003822218,0.09990842,0.098456464,5.780687288,0.022553559,M25028-49156,NA,ark:/87602/m4/M49156,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Discherodontus_ashmeadi,NA,NA,1,90,687,19.05,1.32,0.98,11.49,1.29,11.62,0.0277,75.5482,0.0014,0.0167,73.8839,0.0169,654.816,74.582,655.952,63.144,639.647,72.797,641.188,61.278,647.976,68.617,648.007,68.141,647.961,69.117,NA,NA,NA,NA,benthic,freshwater,118.844,269,209.917,392,0.008221563,0.096717329,0.097788863,5.780687288,0.051303454,M25028-49156,NA,ark:/87602/m4/M49156,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25028,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA
Barbichthys_laevis,NA,NA,1,40,1283,32.59,1.25,2,20.23,1.54,20.83,0.0254,71.3455,0.0016,0.0158,88.0969,0.0162,584.392,211.804,587.432,191.803,560.711,209.084,561.831,188.283,571.895,200.422,572.106,199.446,571.651,201.398,NA,NA,NA,NA,benthic,freshwater,200.947,583,346.311,592,0.009974409,0.100676842,0.1036648,6.384768123,0.061497599,M43028-77605,NA,ark:/87602/m4/M77605,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43028,Morphosource,NA,NA
Barbichthys_laevis,NA,NA,1,50,1283,34.91,1.2,1.72,21.02,1.4,20.65,0.0272,69.0202,0.0013,0.0164,80.1365,0.0161,720.438,223.291,721.052,202.28,692.914,221.694,693.528,201.051,705.474,212.114,705.598,211.306,705.556,213.025,NA,NA,NA,NA,benthic,freshwater,200.947,583,346.311,592,0.008557047,0.104604545,0.102774012,6.384768123,0.049254437,M43028-77605,NA,ark:/87602/m4/M77605,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43028,Morphosource,NA,NA
Barbichthys_laevis,NA,NA,1,60,1283,38.17,1.17,1.77,21.83,1.24,20.89,0.0297,67.2581,0.0014,0.017,70.9173,0.0163,841.704,217.776,840.911,195.964,810.374,217.248,810.109,196.361,824.906,206.765,824.965,205.903,824.941,207.675,NA,NA,NA,NA,benthic,freshwater,200.947,583,346.311,592,0.008819054,0.108617747,0.103951196,6.384768123,0.046429787,M43028-77605,NA,ark:/87602/m4/M77605,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43028,Morphosource,NA,NA
Barbichthys_laevis,NA,NA,1,70,1283,40.94,1.24,2.37,23.25,1.2,23,0.0319,71.0508,0.0018,0.0181,68.8179,0.0179,994.834,189.787,992.503,166.658,962.381,192.476,959.154,169.706,977.508,180.18,977.508,178.841,977.424,181.213,NA,NA,NA,NA,benthic,freshwater,200.947,583,346.311,592,0.011811507,0.115683067,0.114445754,6.384768123,0.057970868,M43028-77605,NA,ark:/87602/m4/M77605,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43028,Morphosource,NA,NA
Barbichthys_laevis,NA,NA,1,80,1283,40.13,1.2,1.75,23.27,1.26,23.25,0.0313,68.8891,0.0014,0.0181,72.4695,0.0181,1093.864,179.087,1091.536,155.937,1061.145,182.449,1058.946,159.3,1075.83,169.274,1075.803,168.308,1075.937,170.052,NA,NA,NA,NA,benthic,freshwater,200.947,583,346.311,592,0.008704486,0.115785551,0.115718128,6.384768123,0.043581775,M43028-77605,NA,ark:/87602/m4/M77605,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43028,Morphosource,NA,NA
Barbichthys_laevis,NA,NA,1,90,1283,37.13,1.26,1.24,22.06,1.28,22.2,0.0289,72.3994,0.001,0.0172,73.332,0.0173,1219.471,167.257,1217.962,145.245,1189.66,169.647,1188.025,147.509,1203.733,157.862,1203.733,157.234,1203.751,158.472,NA,NA,NA,NA,benthic,freshwater,200.947,583,346.311,592,0.00616148,0.109798419,0.110468404,6.384768123,0.033343446,M43028-77605,NA,ark:/87602/m4/M77605,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43028,Morphosource,NA,NA
Anoplarchus_insignis,NA,Stichaeidae,1,20,2695,62.51,1.28,3.29,43.38,2.07,43.91,0.0232,73.1531,0.0012,0.0161,118.505,0.0163,597.256,203.311,595.875,159.949,554.446,201.93,554.17,158.016,567.358,180.83,567.318,182.556,567.46,179.267,NA,NA,benthic,demersal,benthic,marine,312.792,775,487.897,1315,0.01052477,0.138699153,0.140396389,8.615949257,0.052660956,NA,NA,NA,NA,NA,Dr. Cassandra Donatelli,NA
Anoplarchus_insignis,NA,Stichaeidae,1,30,2695,54.92,1.25,2.14,44.88,1.41,41.26,0.0204,71.6306,8.00E-04,0.0167,80.6276,0.0153,881.069,154.207,883.629,199.014,827.666,199.38,826.294,158.139,851.285,178.014,851.229,179.14,851.285,177,NA,NA,benthic,demersal,benthic,marine,312.792,775,487.897,1315,0.006843949,0.14348216,0.131920942,8.615949257,0.038981984,NA,NA,NA,NA,NA,Dr. Cassandra Donatelli,NA
Anoplarchus_insignis,NA,Stichaeidae,1,40,2695,72.22,1.24,3.03,45.47,1.35,40.46,0.0268,71.0656,0.0011,0.0169,77.0838,0.015,1175.171,192.714,1173.178,147.284,1117.387,190.921,1116.59,150.473,1142.366,171.353,1142.441,172.641,1142.441,169.612,NA,NA,benthic,demersal,benthic,marine,312.792,775,487.897,1315,0.009683752,0.145379981,0.129337871,8.615949257,0.041940055,NA,NA,NA,NA,NA,Dr. Cassandra Donatelli,NA
Anoplarchus_insignis,NA,Stichaeidae,1,50,2695,69.03,1.11,4.17,42.29,1.59,40.83,0.0256,63.8129,0.0015,0.0157,91.0208,0.0152,1448.536,188.478,1446.493,146.241,1394.718,189.159,1392.334,148.398,1413.581,168.667,1413.519,170.719,1413.581,166.553,NA,NA,benthic,demersal,benthic,marine,312.792,775,487.897,1315,0.01332023,0.135190098,0.13053613,8.615949257,0.060357697,NA,NA,NA,NA,NA,Dr. Cassandra Donatelli,NA
